Genetic_ID,Master_ID,continent,mt_hg,age
LRV_77,LRV_77,Europe,D4b1c,200
LRV_92,LRV_92,Europe,T2j1,200
LRV_93,LRV_93,Europe,X2e2a,200
LRV_95,LRV_95,Europe,T2j1,200
LRV_97,LRV_97,Europe,N1a1a1a,200
LRV_101,LRV_101,Europe,H1t,200
LRV_102,LRV_102,Europe,J1b1a1 + 146,200
LRV_103,LRV_103,Europe,H16d,200
LRV_104,LRV_104,Europe,J1b4,200
LRV_105,LRV_105,Europe,K2a9,200
LRV_110,LRV_110,Europe,N1b1a2,200
LRV_112,LRV_112,Europe,H50,200
LRV_114,LRV_114,Europe,I5a2,200
LRV_118,LRV_118,Europe,HV,200
LRV_119,LRV_119,Europe,H5′36,200
LRV_122,LRV_122,Europe,K1a12a1a,200
LRV_128,LRV_128,Europe,H,200
LRV_135,LRV_135,Europe,H47,200
LRV_137,LRV_137,Europe,T2a1b1,200
LRV_138,LRV_138,Europe,N1a1a1a,200
LRV_143,LRV_143,Europe,H2,200
LRV_146,LRV_146,Europe,H + 73,200
LRV_148,LRV_148,Europe,X2 + 225,200
LRV_149,LRV_149,Europe,H5b,200
LRV_151,LRV_151,Europe,"T2 + 16,189",200
LRV_152,LRV_152,Europe,H5a3a,200
LRV_153,LRV_153,Europe,H2a1b,200
LRV_154,LRV_154,Europe,T2g,200
LRV_156,LRV_156,Europe,H15a,200
LIAV_4,LIAV_4,Europe,U4b1a1a1,-500
LIAV_7,LIAV_7,Europe,V18,-500
LIAV_8,LIAV_8,Europe,H1,-500
LIAV_11,LIAV_11,Europe,H6a1a,-500
LIAV_12,LIAV_12,Europe,J2b1a2,-500
LIAV_20,LIAV_20,Europe,U5b2c,-500
LIAV_29,LIAV_29,Europe,H5'36,-500
LIAV_31,LIAV_31,Europe,U5a1,-500
LIAV_32,LIAV_32,Europe,H,-500
LIAV_33,LIAV_33,Europe,H,-500
LIAV_37,LIAV_37,Europe,U3b1b,-500
LIAV_38,LIAV_38,Europe,U4a1,-500
LIAV_40,LIAV_40,Europe,H,-500
LIAV_43,LIAV_43,Europe,U2e3,-500
LIAV_45,LIAV_45,Europe,H2,-500
I0644,I0644,Asia,H4,-4200
I1152,I1152,Asia,J2a2d,-4200
I1154,I1154,Asia,T2g1a,-4200
I1155,I1155,Asia,K1a,-4200
I1160,I1160,Asia,N1a1b,-4200
I1164,I1164,Asia,J2a2d,-4200
I1165,I1165,Asia,HV1a’b’c’,-4200
I1166,I1166,Asia,H,-4200
I1168,I1168,Asia,T2+150,-4200
I1169,I1169,Asia,J2a2d,-4200
I1170,I1170,Asia,T1a2,-4200
I1171,I1171,Asia,K,-4200
I1172,I1172,Asia,K1a,-4200
I1177,I1177,Asia,N1b1,-4200
I1178,I1178,Asia,16,-4200
I1179,I1179,Asia,T2,-4200
I1180,I1180,Asia,T,-4200
I1181,I1181,Asia,T2,-4200
I1182,I1182,Asia,T1a+152,-4200
I1183,I1183,Asia,R0a,-4200
I1184,I1184,Asia,T1a+152,-4200
I1187,I1187,Asia,U6d,-4200
C1,C1,Asia,D4j1b,-825
S10,S10,Asia,M9a1a1c1b1a,250
M63,M63,Asia,M9a1a1c1b1a,-175
S41,S41,Asia,F1d,250
S35,S35,Asia,M9a1a,250
S40,S40,Asia,F1c1a1a,250
M344,M344,Asia,Z3a1a,-175
M240,M240,Asia,M9a1a2,-175
NF-15c,NF-15c,America,A2f1,1425
NF-47c,NF-47c,America,D1,1425
NF-95c,NF-95c,America,B2,1425
NF-108c,NF-108c,America,A2f1,1425
NF-217c,NF-217c,America,A2+(64)+@153,1425
NF-262c,NF-262c,America,B2,1425
ERS1790733,ERS1790733,Asia,N1a3a,-1650
ERS1790732,ERS1790732,Asia,HV1b1,-1600
ERS1790730,ERS1790730,Asia,K1a2,-1600
ERS1790731,ERS1790731,Asia,R2,-1750
ERS1790729,ERS1790729,Asia,H1bc,-1750
Is_1,Is_1,Asia,D4h1,-800
Is_2,Is_2,Asia,HV-CRS,-800
Is_4,Is_4,Asia,H2a1,-800
Ze_2,Ze_2,Asia,T2b,-800
Ze_3,Ze_3,Asia,K1,-800
Ze_4,Ze_4,Asia,D4,-800
Ze_5,Ze_5,Asia,I,-800
Ze_6,Ze_6,Asia,C4,-800
Ze_7,Ze_7,Asia,U4a1,-800
Ze_8,Ze_8,Asia,D4,-800
Ze_9,Ze_9,Asia,D4j3,-800
A_2,A_2,Asia,A8,-650
A_3,A_3,Asia,G,-650
A_4,A_4,Asia,D4b1a2a,-650
A_5,A_5,Asia,C5b1,-650
A_6,A_6,Asia,U5a1f1,-650
A_7,A_7,Asia,Y1,-650
A_8,A_8,Asia,U4a3,-650
A_9,A_9,Asia,U5a1d2b,-650
A_10,A_10,Asia,A,-650
A_11,A_11,Asia,G,-650
A_14,A_14,Asia,T1a,-650
A_17,A_17,Asia,H,-650
A_19,A_19,Asia,C4,-650
A_20,A_20,Asia,G2a,-650
A_21,A_21,Asia,A4,-650
BL_1,BL_1,Asia,C5+16093,-500
BL_2,BL_2,Asia,U5a,-500
BL_3,BL_3,Asia,C5+16093,-500
BL_4,BL_4,Asia,C5+16093,-500
BL_5,BL_5,Asia,U2e2,-500
BL_6,BL_6,Asia,A4,-500
Be_2,Be_2,Asia,D4,-350
Be_3,Be_3,Asia,H-CRS,-350
Be_4,Be_4,Asia,A,-350
Be_6,Be_6,Asia,A6,-350
Be_8,Be_8,Asia,D4,-350
Be_9,Be_9,Asia,A4f,-350
Be_11,Be_11,Asia,C4a1+16129,-350
Be_12,Be_12,Asia,HV2,-350
Be_14,Be_14,Asia,A6,-350
Ta_1,Ta_1,Asia,K2b1a,-350
Ak1_1,Ak1_1,Asia,C4a1+16129,-350
Ak4_1,Ak4_1,Asia,A,-350
Ak5_1,Ak5_1,Asia,C4,-350
Ak5_4,Ak5_4,Asia,D4b1,-350
Ak5_5,Ak5_5,Asia,U2e1a,-350
Ak5_6,Ak5_6,Asia,U2e1a,-350
Ak5_7,Ak5_7,Asia,C4a1+16129,-350
Ak5_8,Ak5_8,Asia,A,-350
K_1,K_1,Asia,H-CRS,-350
Mo_1,Mo_1,Asia,D4b1a2a1,-350
Mo_2,Mo_2,Asia,D4h4a,-350
VK1_1,VK1_1,Asia,K1,-350
BS_1,BS_1,Asia,X2b,-350
BS_2,BS_2,Asia,U4b1a4,-350
Ala_1,Ala_1,Asia,C4a1+16129,-350
Ala_2,Ala_2,Asia,C4,-350
Ala_4,Ala_4,Asia,T,-350
B1_1,B1_1,Asia,G,-350
B1_2,B1_2,Asia,D4m2,-350
B3_1,B3_1,Asia,T1a1b,-350
Bt_1,Bt_1,Asia,T2b+@16296,-350
Bt_2,Bt_2,Asia,U2e2a,-350
D_1,D_1,Asia,T1a1b,-350
J12_1,J12_1,Asia,T2b+@16296,-350
J12_3,J12_3,Asia,U7,-350
J12_6,J12_6,Asia,Z,-350
J12_7,J12_7,Asia,T2b+@16296,-350
J12_8,J12_8,Asia,A8,-350
J12_9,J12_9,Asia,G1a1,-350
J22_1,J22_1,Asia,T2b+@16296,-350
U1_1,U1_1,Asia,W4a,-350
U1_2,U1_2,Asia,Z1a,-350
U2_1,U2_1,Asia,F2a,-350
U2_2,U2_2,Asia,F2a,-350
U4_1,U4_1,Asia,U2e2,-350
U4_4,U4_4,Asia,K,-350
NOV_5,NOV_5,Asia,H-CRS,-700
NOV_7,NOV_7,Asia,H1c,-700
NOV_9,NOV_9,Asia,T2g1,-300
NOV_10,NOV_10,Asia,X2b,-300
KOL_1,KOL_1,Asia,X4,-300
KOL_2,KOL_2,Asia,H8c,-300
KOL_3,KOL_3,Asia,U4,-350
KOL_5,KOL_5,Asia,J1b1a,-350
Pr1,Pr1,Asia,U3,-350
Pr3,Pr3,Asia,Mt_hg,-350
Pr4,Pr4,Asia,U1a´c,-350
Pr5,Pr5,Asia,T,-350
Pr6,Pr6,Asia,F1b,-350
Pr7,Pr7,Asia,N1a1a1a1a,-350
Pr8,Pr8,Asia,T2,-350
Pr9,Pr9,Asia,U2e2,-350
Pr10,Pr10,Asia,H2a1f,-350
Pr11,Pr11,Asia,T1a,-350
Pr13,Pr13,Asia,U5a1d2b,-350
MS10612,MS10612,Europe,H3+152,-250
MS10613,MS10613,Europe,U4a,-400
MS10614,MS10614,Europe,T2b,-270
MS10617,MS10617,Europe,U5b3,-450
MS10619,MS10619,Europe,H1c,-450
MS10620,MS10620,Europe,J1c3g,-400
MS10622,MS10622,Europe,H3,-400
MS10589,MS10589,Europe,K1a1b1,-825
Harta-Freifelt/10/anc25,Harta-Freifelt/10/anc25,Europe,H5e1a,925
Karos1/1,Karos1/1,Europe,H1b2,920
Karos1/10,Karos1/10,Europe,U3b1b,920
Karos1/12,Karos1/12,Europe,U2e1b1,920
Karos1/13,Karos1/13,Europe,U5b2b3,920
Karos1/1438,Karos1/1438,Europe,U3b1b,920
Karos1/2,Karos1/2,Europe,H1b2,920
Karos1/3,Karos1/3,Europe,D4j12,920
Karos1/3285,Karos1/3285,Europe,K1c1,920
Karos1/3286,Karos1/3286,Europe,T2b4h,920
Karos1/5,Karos1/5,Europe,D4j12,920
Karos1/7,Karos1/7,Europe,Y1a1,920
Karos2/1,Karos2/1,Europe,D4c2a,920
Karos2/10,Karos2/10,Europe,U5a1a1h,920
Karos2/11,Karos2/11,Europe,D2,920
Karos2/12,Karos2/12,Europe,U3b2,920
Karos2/13,Karos2/13,Europe,T1a1,920
Karos2/14,Karos2/14,Europe,F2a,920
Karos2/15,Karos2/15,Europe,U4d2,920
Karos2/16,Karos2/16,Europe,X2l,920
Karos2/17,Karos2/17,Europe,J1c2,920
Karos2/18,Karos2/18,Europe,T1a1,920
Karos2/19,Karos2/19,Europe,J1b1a1e,920
Karos2/2,Karos2/2,Europe,H5v,920
Karos2/20,Karos2/20,Europe,C4b,920
Karos2/21,Karos2/21,Europe,H2a1n,920
Karos2/22,Karos2/22,Europe,H2a1n,920
Karos2/23,Karos2/23,Europe,T1a1,920
Karos2/25,Karos2/25,Europe,F1a2,920
Karos2/26,Karos2/26,Europe,T1a1,920
Karos2/27,Karos2/27,Europe,H15b1,920
Karos2/29,Karos2/29,Europe,J1b1a1e,920
Karos2/30,Karos2/30,Europe,K1f,920
Karos2/31,Karos2/31,Europe,N1a1a1a1,920
Karos2/32,Karos2/32,Europe,T1a1,920
Karos2/33,Karos2/33,Europe,U4a1b1,920
Karos2/36,Karos2/36,Europe,D4i2,920
Karos2/37,Karos2/37,Europe,G2a1d2,920
Karos2/41,Karos2/41,Europe,H35,920
Karos2/44,Karos2/44,Europe,H2a1n,920
Karos2/47,Karos2/47,Europe,U4a1b1,920
Karos2/48,Karos2/48,Europe,K1c1,920
Karos2/50,Karos2/50,Europe,U5a2a2a,920
Karos2/51,Karos2/51,Europe,U4d2,920
Karos2/52,Karos2/52,Europe,X2f,920
Karos2/53,Karos2/53,Europe,H2a1c,920
Karos2/54,Karos2/54,Europe,X2l,920
Karos2/56,Karos2/56,Europe,D4i2,920
Karos2/57,Karos2/57,Europe,T2b,920
Karos2/58,Karos2/58,Europe,U5a2b1,920
Karos2/6,Karos2/6,Europe,H5v,920
Karos2/60,Karos2/60,Europe,N1a1a1a1a,920
Karos2/61,Karos2/61,Europe,U4d2,920
Karos2/67,Karos2/67,Europe,V3,920
Karos2/68,Karos2/68,Europe,U2e2a1a2,920
Karos2/70,Karos2/70,Europe,X2c1,920
Karos2/71,Karos2/71,Europe,H11a1,920
Karos2/72,Karos2/72,Europe,H1b1,920
Karos2/73,Karos2/73,Europe,D4b2a,920
Karos2/8,Karos2/8,Europe,K1c1e,920
Karos2/9,Karos2/9,Europe,N1a1a1a1a,920
Karos3/1,Karos3/1,Europe,B4d1,920
Karos3/10,Karos3/10,Europe,H5e1,920
Karos3/11,Karos3/11,Europe,X2f,920
Karos3/12,Karos3/12,Europe,A12,920
Karos3/13,Karos3/13,Europe,B4d1,920
Karos3/14,Karos3/14,Europe,T1a1b,920
Karos3/15,Karos3/15,Europe,J2a1,920
Karos3/16,Karos3/16,Europe,U5a1a2a,920
Karos3/17,Karos3/17,Europe,H6a1a,920
Karos3/18,Karos3/18,Europe,T1a10a,920
Karos3/19,Karos3/19,Europe,T1a10a,920
Karos3/3,Karos3/3,Europe,H6a1b,920
Karos3/4,Karos3/4,Europe,J1c7a,920
Karos3/5,Karos3/5,Europe,B4d1,920
Karos3/6,Karos3/6,Europe,B4d1,920
Karos3/7,Karos3/7,Europe,U2e1b,920
Karos3/8,Karos3/8,Europe,U2e1b,920
Karos3/9,Karos3/9,Europe,U2e1b,920
Kenezlo-Fazekaszug2/1025,Kenezlo-Fazekaszug2/1025,Europe,G2a1,950
Kenezlo-Fazekaszug2/1027,Kenezlo-Fazekaszug2/1027,Europe,N1a1a1a1a,950
Kenezlo-Fazekaszug2/1031,Kenezlo-Fazekaszug2/1031,Europe,T1a1,950
Kenezlo-Fazekaszug1/1036,Kenezlo-Fazekaszug1/1036,Europe,H6a1b,950
Kenezlo-Fazekaszug2/1041,Kenezlo-Fazekaszug2/1041,Europe,N1a1a1a1a,950
Kenezlo-Fazekaszug2/1042,Kenezlo-Fazekaszug2/1042,Europe,H7,950
Kenezlo-Fazekaszug2/1044,Kenezlo-Fazekaszug2/1044,Europe,U5a1i,950
Kenezlo-Fazekaszug2/1045,Kenezlo-Fazekaszug2/1045,Europe,N1a1a1a1a,950
Kenezlo-Fazekaszug2/10936,Kenezlo-Fazekaszug2/10936,Europe,C4b,950
Kenezlo-Fazekaszug1/10939,Kenezlo-Fazekaszug1/10939,Europe,N1a1a1a1a,950
Magyarhomorog/120/anc2,Magyarhomorog/120/anc2,Europe,H,1050
Oroshaza-Gorbicstanya/2/anc3,Oroshaza-Gorbicstanya/2/anc3,Europe,N1a1a1a1a,950
Sarretudvari-Hizofold/103,Sarretudvari-Hizofold/103,Europe,C4a1b,935
Sarretudvari-Hizofold/118/anc12,Sarretudvari-Hizofold/118/anc12,Europe,T2f1a1,935
Sarretudvari-Hizofold/136,Sarretudvari-Hizofold/136,Europe,HV14a,935
Sarretudvari-Hizofold/213/anc13,Sarretudvari-Hizofold/213/anc13,Europe,J1c3g,935
Sarretudvari-Hizofold/5/anc10,Sarretudvari-Hizofold/5/anc10,Europe,I5a1a,935
Sarretudvari-Hizofold/66,Sarretudvari-Hizofold/66,Europe,H1c1,935
Sarretudvari-Hizofold/81,Sarretudvari-Hizofold/81,Europe,H1c,935
Sarretudvari-Hizofold/9/anc11,Sarretudvari-Hizofold/9/anc11,Europe,T2b,935
Szabadkigyos-Palliget/7/anc4,Szabadkigyos-Palliget/7/anc4,Europe,N1a1a1a1,950
Szegvar-Oromdulo/412/anc5,Szegvar-Oromdulo/412/anc5,Europe,K1c1d,1000
Szegvar-Oromdulo/593/anc6,Szegvar-Oromdulo/593/anc6,Europe,U5a2a1b,1000
ARS001,ARS001,Asia,D4,-933
ARS002,ARS002,Asia,D4j5,-1098
ARS003,ARS003,Asia,U5a2d1,-1274
ARS004,ARS004,Asia,F2a,-1054
ARS005,ARS005,Asia,D4e1,-1090
ARS006,ARS006,Asia,C4a1a+195,-1062
ARS007,ARS007,Asia,A+152+16362,-1222
ARS008,ARS008,Asia,C4a2c,-1222
ARS012,ARS012,Asia,C4a2a1,-1268
ARS013,ARS013,Asia,C,-1325
ARS014,ARS014,Asia,C4a2c1,-1270
ARS015,ARS015,Asia,G3a,-1280
ARS016,ARS016,Asia,A+152+16362+16189,-1452
ARS017,ARS017,Asia,G2a,-1279
ARS018,ARS018,Asia,B5b1,-1017
ARS026,ARS026,Asia,C4a1a+195,-1012
ARS024,ARS024,Asia,C4a1a1,-1222
ARS025,ARS025,Asia,D4b1a2a,-1280
JK2127,JK2127,Africa,W6,-283
JK2128,JK2128,Africa,HV21,-146
JK2130,JK2130,Africa,M1a1,152
JK2131,JK2131,Africa,U3b,-633
JK2132,JK2132,Africa,T,146
JK2133,JK2133,Africa,X,-638
JK2134,JK2134,Africa,J1d,-672
JK2135,JK2135,Africa,M1a2a,-958
JK2136,JK2136,Africa,R0a2,-400
JK2137,JK2137,Africa,J2a2b,-112
JK2139,JK2139,Africa,K1a,89
JK2141,JK2141,Africa,J2a2e,-281
JK2142,JK2142,Africa,U6a,-308
JK2143,JK2143,Africa,T1a7,-789
JK2150,JK2150,Africa,K1a4,-655
JK2153,JK2153,Africa,R0a1a,-14
JK2155,JK2155,Africa,T,406
JK2158,JK2158,Africa,X1c,322
JK2165,JK2165,Africa,W3a1,-288
JK2169,JK2169,Africa,W8,-280
JK2866,JK2866,Africa,R0a2,-330
JK2870,JK2870,Africa,R0a,-870
JK2872,JK2872,Africa,HV1a2a,106
JK2873,JK2873,Africa,T2,-798
JK2874,JK2874,Africa,U,-100
JK2875,JK2875,Africa,N,368
JK2876,JK2876,Africa,T1a8a,-98
JK2878,JK2878,Africa,T1a7,-235
JK2880,JK2880,Africa,T1a2,-668
JK2881,JK2881,Africa,T2c1,-290
JK2884,JK2884,Africa,T1a5,-106
JK2885,JK2885,Africa,R2'JT,-1220
JK2886,JK2886,Africa,T1a7,-386
JK2887,JK2887,Africa,J2a1a1,-1350
JK2888,JK2888,Africa,U6a2,-50
JK2889,JK2889,Africa,U7,-736
JK2890,JK2890,Africa,I,-732
JK2893,JK2893,Africa,H5,-784
JK2895,JK2895,Africa,K 16T,68
JK2899,JK2899,Africa,T1a7,-734
JK2900,JK2900,Africa,HV,-795
JK2902,JK2902,Africa,I,-872
JK2903,JK2903,Africa,U5a,-42
JK2904,JK2904,Africa,R0a1a,-286
JK2907,JK2907,Africa,HV1a'b'c,55
JK2911,JK2911,Africa,M1a1,-664
JK2913,JK2913,Africa,X1,-864
JK2914,JK2914,Africa,T2,-459
JK2916,JK2916,Africa,R0,-1054
JK2918,JK2918,Africa,J2a2e,106
JK2919,JK2919,Africa,J2a2c,-730
JK2920,JK2920,Africa,U8b1a1,-655
JK2921,JK2921,Africa,R0a1,78
JK2922,JK2922,Africa,R,-276
JK2923,JK2923,Africa,U8b1a1,-648
JK2925,JK2925,Africa,U7,30
JK2950,JK2950,Africa,H6b,-282
JK2951,JK2951,Africa,U8b1b1,-256
JK2952,JK2952,Africa,J2a2c,-696
JK2953,JK2953,Africa,M1a1,6
JK2955,JK2955,Africa,L3,-326
JK2956,JK2956,Africa,U1a1a3,-804
JK2957,JK2957,Africa,J2a2c,-692
JK2958,JK2958,Africa,I,55
JK2960,JK2960,Africa,N1'5,-14
JK2961,JK2961,Africa,T1a7,-43
JK2963,JK2963,Africa,M1a1i,-1168
JK2965,JK2965,Africa,T2c1c,-946
JK2966,JK2966,Africa,T1a7,-310
JK2970,JK2970,Africa,U1a1,-282
JK2972,JK2972,Africa,T1a5,-104
JK2973,JK2973,Africa,U6a3,-258
JK2974,JK2974,Africa,H,-846
JK2975,JK2975,Africa,R,1
JK2977,JK2977,Africa,T2e,-312
JK2978,JK2978,Africa,N1a1a2,-940
JK2979,JK2979,Africa,HV1a2a,-290
JK2980,JK2980,Africa,I,-280
JK2981,JK2981,Africa,M1a1e,-388
JK2985,JK2985,Africa,HV1a'b'c,-274
JK2986,JK2986,Africa,HV,-457
JK2987,JK2987,Africa,HV1a'b'c,-230
JK2879,JK2879,Africa,U3b,-20
JK2883,JK2883,Africa,T1a,-790
JK2896,JK2896,Africa,HV1b2,-316
JK2959,JK2959,Africa,T1a,-14
JK2962,JK2962,Africa,H13c1,-650
JK2982,JK2982,Africa,T1a5,-46
JK2984,JK2984,Africa,U7,77
1622BM,1622BM,Africa,R0a2f,-795
I10899,I10899,Europe,U5b1,-7600
I3209,I3209,Europe,U5b1d1,-5880
I8130,I8130,Europe,U5b2b,-5998
I0843,I0843,Europe,U5b2c1,107
I10942,I10942,Europe,N1a1a1,-5000
I11300,I11300,Europe,J2a1a1a,-3200
I11301,I11301,Europe,H1j8,-3186
I11248,I11248,Europe,J2a1a1a,-3200
I11249,I11249,Europe,U5b1,-3200
I7605,I7605,Europe,H3,-3200
I7603,I7603,Europe,K1a2b,-3200
I7602,I7602,Europe,J1c1,-3200
I7604,I7604,Europe,H1ak,-3200
I7606,I7606,Europe,U5b1+16189+@16192,-3200
I10277,I10277,Europe,X2c1,-2950
I10278,I10278,Europe,U5b1,-2950
I10280,I10280,Europe,J1c1,-2950
I10282,I10282,Europe,K1a3,-2950
I10283,I10283,Europe,H,-2950
I10284,I10284,Europe,U5b1,-2950
I10285,I10285,Europe,T2b,-2950
I10286,I10286,Europe,U5b1,-2950
I10287,I10287,Europe,U2e3,-2950
I11303,I11303,Europe,H1j,-2950
I11304,I11304,Europe,U5a2+16294,-2950
I11305,I11305,Europe,J1c1b,-2950
I11306,I11306,Europe,J2b1a2,-2950
I3214,I3214,Europe,V3,-2950
I7647,I7647,Europe,K1b1a,-3695
I7645,I7645,Europe,HV0d,-3770
I7646,I7646,Europe,H1e1c,-3670
I7643,I7643,Europe,K1a1b1,-3835
I7601,I7601,Europe,X2b+226,-3590
I7600,I7600,Europe,K1a2a,-3400
I7644,I7644,Europe,no_data,-3510
I7642,I7642,Europe,J2b1a,-2834
I7594,I7594,Europe,U5b2b,-3444
I7595,I7595,Europe,U5b2b5,-3444
I7597,I7597,Europe,J2b1,-3400
I7598,I7598,Europe,U5b3,-3500
I8567,I8567,Europe,X2,-3400
I8568,I8568,Europe,X2b+226,-3426
I7160,I7160,Europe,T2c1d,-3922
I7679,I7679,Europe,H,-4000
I7547,I7547,Europe,K1a+195,-4000
I7549,I7549,Europe,K1a4a1,-4000
I7550,I7550,Europe,K1b1a,-4000
I8134,I8134,Europe,U5b3,-4000
I1845,I1845,Europe,K1a2c,-2946
I1846,I1846,Europe,T2b3+151,-2946
I1978,I1978,Europe,K1a4a1,-2946
I1842,I1842,Europe,H1e1a,-3050
I4565,I4565,Europe,H5,-2964
I8140_d,I8140_d,Europe,K1a+195,-1948
I8566,I8566,Europe,J2b1a,-3150
I8569,I8569,Europe,H1ah,-2748
I8048,I8048,Europe,U5b1,-2100
I8141,I8141,Europe,K1a1b1,-2100
I8142,I8142,Europe,U5b1i,-2100
I8131,I8131,Europe,J2b1,-2518
I8132,I8132,Europe,H1aq,-2500
I7588,I7588,Europe,J1c1b,-2700
I7587,I7587,Europe,T2b3,-2700
I8148,I8148,Europe,T2b3+151,-2700
I8149,I8149,Europe,T,-2700
I8150,I8150,Europe,J1c3,-2700
I8153,I8153,Europe,J2b1a1,-2700
I8154,I8154,Europe,U5b1,-2700
I8155,I8155,Europe,H4a1a,-2700
I8156,I8156,Europe,K1a4a1,-2700
I8157,I8157,Europe,HV0+195,-2700
I8158,I8158,Europe,H1ah,-2700
I8197,I8197,Europe,H4a1,-2700
I8198,I8198,Europe,J2b1a,-2700
I8199,I8199,Europe,U5b1+16189+@16192,-2700
I8364,I8364,Europe,J2b1a2a,-2638
I8365,I8365,Europe,H,-2638
I11614,I11614,Europe,H4a1a,-2700
I11592,I11592,Europe,U5b2b,-2700
I11599,I11599,Europe,J2b1a2,-3100
I11601,I11601,Europe,V,-3100
I5428,I5428,Europe,U5b1+16189+@16192,-3100
I5076,I5076,Europe,H1,-3180
I11604,I11604,Europe,K1a1,-2800
I11605,I11605,Europe,HV0d,-2800
I3432,I3432,Europe,U5b2b3,-2996
I5429,I5429,Europe,J2b1a3,-2948
I3485,I3485,Europe,K1a4a1,-2100
I3484,I3484,Europe,J1c1,-2128
EHU001,EHU001,Europe,U5a1b1,-2166
EHU002,EHU002,Europe,K1a4a1,-2434
I3243,I3243,Europe,U5a1a2b,-2350
I3239,I3239,Europe,U5b1d2,-2350
I3238,I3238,Europe,H3+152,-2350
I4246,I4246,Europe,M1a1b1,-2252
I3756,I3756,Europe,H1,-1898
I12855,I12855,Europe,K1a+195,-1825
I12809,I12809,Europe,H1j,-1825
I3490,I3490,Europe,HV0b,-1500
I3491,I3491,Europe,T2b,-1500
I12208,I12208,Europe,K1a1b1,-1290
I12209,I12209,Europe,H1ah,-1290
I3492,I3492,Europe,U5b1+16189,-1500
I3493,I3493,Europe,H1,-1352
I6618,I6618,Europe,U5b3,-1786
I6470,I6470,Europe,J1c1,-1651
I2469,I2469,Europe,H3an,-875
I2471,I2471,Europe,K1b1a,-1564
I1977,I1977,Europe,U5b1+16189+@16192,-1557
I2472,I2472,Europe,K1a+195,-1515
I2470,I2470,Europe,J2a1a1,-1321
I1840,I1840,Europe,H3ap,-1557
I1982,I1982,Europe,X2,-1630
VAD001,VAD001,Europe,U5b1,-1742
VAD002,VAD002,Europe,J2b1a2,-1608
VAD003,VAD003,Europe,HV0,-1608
VAD004,VAD004,Europe,J1c3,-1464
VAD005,VAD005,Europe,J2b1a2,-1644
I1311,I1311,Europe,J2b1a,-1782
I1312_d,I1312_d,Europe,HV0+195,-1782
I1313_d,I1313_d,Europe,V,-1782
I1310,I1310,Europe,U5b1c,-1782
I1836,I1836,Europe,U,-1594
I4558,I4558,Europe,K1a3a,-1600
I4563,I4563,Europe,H84,-1600
I4559,I4559,Europe,J1c1,-1600
I4560,I4560,Europe,K1a3a,-1600
I4561,I4561,Europe,H84,-1600
I4562,I4562,Europe,H1,-1680
I3486,I3486,Europe,H1q,-1600
I3488,I3488,Europe,HV0+195,-1600
I3487,I3487,Europe,H1e1a,-1676
I8144,I8144,Europe,U5b3f,-1756
I8136,I8136,Europe,K1b1a1,-1512
I3494,I3494,Europe,J1c1b,-1836
I3997,I3997,Europe,K1a2b,-1741
I8570,I8570,Europe,J1c3,-1400
I8571,I8571,Europe,K1a2c,-1400
I10939,I10939,Europe,K1a3a,-1650
I10940,I10940,Europe,H1e1a,-1650
I10941,I10941,Europe,T2e1,-1650
I8045,I8045,Europe,U5b,-1500
I7162,I7162,Europe,T2e,-1814
I7688,I7688,Europe,H3ap,-950
I7687,I7687,Europe,V,-950
I7689,I7689,Europe,H1+16311,-1950
I7692,I7692,Europe,U5b1+16189+@16192,-1950
I7691,I7691,Europe,J1c1,-1950
I3757,I3757,Europe,J1c1,-350
I3759,I3759,Europe,H1,-278
I3758,I3758,Europe,U5b1+16189+@16192,-284
I3496,I3496,Europe,H1,-250
I4556,I4556,Europe,K1a12a,-600
I3326,I3326,Europe,J1c,-225
I3327,I3327,Europe,J2b1a,-225
I3324,I3324,Europe,H1,-276
I3323,I3323,Europe,X2b,-284
I12410,I12410,Europe,H,-445
I12877,I12877,Europe,J1c1,-445
I12878,I12878,Europe,H3,-436
I12879,I12879,Europe,HV0+195,-562
I12640,I12640,Europe,H1t,-618
I12641,I12641,Europe,HV0d,-666
I12642,I12642,Europe,H,-565
I12643,I12643,Europe,J2a1a1c,-594
I3321,I3321,Europe,U3a1,-200
I3320,I3320,Europe,I1,-200
I3322,I3322,Europe,H1t,-550
I12173,I12173,Europe,T2b23,-600
I12171,I12171,Europe,J1c1b,-600
I12560,I12560,Europe,H4a1,-600
I12561,I12561,Europe,H1,-600
I8213,I8213,Europe,K2a,-450
I8211,I8211,Europe,HV0+195,-475
I8212,I8212,Europe,H27+16093,-425
I8210,I8210,Europe,U5b3,-425
I8214,I8214,Europe,H3+152,-375
I8209,I8209,Europe,U1a1a,-425
I8340,I8340,Europe,K1a+195,-425
I8341,I8341,Europe,H1,-425
I8344,I8344,Europe,H3,-450
I8215,I8215,Europe,HV11,-375
I8204,I8204,Europe,H1e,-200
I8206,I8206,Europe,H7a1,-200
I8203,I8203,Europe,H13a1a1,-200
I8205,I8205,Europe,H14a2c,-200
I8208,I8208,Europe,H33,-287
I8202,I8202,Europe,K2b1,200
I8339,I8339,Europe,K1a+195,150
I10865,I10865,Europe,U5a1a1,150
I10866,I10866,Europe,K1b2a,4
I8338,I8338,Europe,HV0+195,150
I8475,I8475,Europe,T2b,150
I8216,I8216,Europe,H1,132
