genetic_id,master_id,continent,mt_hg,age
RISE374,RISE374,Europe,T2b,-1742
Ak5_6,Ak5_6,Asia,U2e1a,-350
I1495,I1495,Europe,N1a1a1a,-4424
I1089.AG,I1089,Europe,U5b2a1a2,-1875
LICOL97,LICOL97,Europe,H2a2b1,685
I19908.AG,I19908,Europe,K2b1a,-300
I2567,I2567,Europe,U4a1a,-2080
I1738,I1738,Europe,U5a2,-5400
arm14,arm14,Asia,U1a1a,1750
I3528,I3528,Europe,HV4a1+16291,-2430
I1381,I1381,Europe,H,-2150
I11026.AG,I11026,Asia,U7a,-1450
I16995.AG,I16995,Europe,U5a1c,-3000
I24255.AG,I24255,North America,E2a,1349
UzOO77,UzOO77,Europe,R1b,-5250
I16086_d.AG,I16086,Europe,J1c1,-675
I0258,I0258,Europe,H1q,-2550
Theo1,Theo1,Europe,K1c,-7030
Pv517,Pv517,Europe,K2b1,-3222
I0456,I0456,Europe,U5b2a1a,-2630
I34800.TW,I34800,Europe,H16,800
Tamula1,Tamula1,Europe,U5a1d2b,-3495
I2741,I2741,Europe,H1+16189,-2305
I14987.AG,I14987,Europe,T1a1,-305
I12221.AG,I12221,Europe,U5a2b3,945
I19394.AG,I19394,Africa,L0a2a2a,1325
Ala_1,Ala_1,Asia,C4a1+16129,-350
I10334.AG,I10334,North America,D1,-550
DA116,DA116,Asia,G2a+152,1190
I1155,I1155,Asia,K1a,-4200
ATP16,ATP16,Europe,X2c,-3088
I19548.AG,I19548,Africa,L3e2b,1435
I1553,I1553,Europe,pre-H103,-2550
I0457,I0457,Europe,J1c1,-2630
I24285.AG,I24285,Europe,T2b23,-5150
I15043.AG,I15043,Europe,U5b2b3a1,-290
I18635.AG,I18635,Europe,T2b,-5180
I11094.AG,I11094,Asia,J2b1a,1550
I5022,I5022,Europe,HV+16311,-2250
I5696.AG,I5696,Europe,H4a1c1a,-322
RISE1159,RISE1159,Europe,T2b,-2828
I17267.AG,I17267,Europe,V,-275
I0018.AG,Stuttgart,Europe,T2c1d1,-5218
I5398.AG,I5398,Asia,Z3a1a,-900
I5757,I5757,Europe,H3af,-2226
I4247,I4247,Europe,T2b3,-2337
I2008,I2008,Europe,N1a1a1,-5102
I3485,I3485,Europe,K1a4a1,-2100
I0163,I0163,Europe,H5b,-4494
I3756,I3756,Europe,H1,-1898
I21306.AG,I21306,Europe,H1an1,-197
I26703.AG,I26703,Europe,T1a5a,100
DA51,DA51,Asia,H2a1,-355
I20185.AG,I20185,Europe,H7c1,-800
I14739.AG,I14739,Europe,H5c2,1325
PCA0059,PCA0059,Europe,K2a,135
I15519.AG,I15519,Europe,R0a2d,200
I6622,I6622,Europe,U5b1i,-2275
Be_8,Be_8,Asia,D4,-350
I19287.AG,I19287,Europe,K1b1a,-620
arm28,arm28,Asia,K1a4c1,-1300
I0974.AG,I0974,South America,B2,450
I16744.AG,I16744,Europe,I4a,625
I4872,I4872,Europe,U5a1c,-6500
DA124,DA124,Asia,HV19,672
I14191.AG,I14191,Europe,R1b1,-1900
Bichon,Bichon,Europe,U5b1h,-11715
I13766.AG,I13766,Asia,C5b1b,-1258
I19347.AG,I19347,Asia,J1b1b1,-1150
I6538,I6538,Europe,H40,-1886
I4563,I4563,Europe,H84,-1600
RISE1164,RISE1164,Europe,K1a1b1e,-2828
I7344.AG,I7344,Europe,A2a1,870
poz286,poz286,Europe,H15a1,-2550
I2244.AG,I2244,South America,C1b,1025
I6571.AG,I6571,Asia,I5,-1435
Iboussieres31-2,Iboussieres31-2,Europe,U5b1,-9775
I21303.AG,I21303,Europe,H2a5,-45
I20809.AG,I20809,Europe,HV11,-4197
I6429.AG,I6429,Asia,J1b1a3,-957
Karos2/67,Karos2/67,Europe,V3,920
I13025.AG,I13025,Europe,K2b1a,-2008
I1904.AG,I1904,Europe,K1b1a,-5060
I10874.AG,I10874,Africa,L1c2a1b,-1185
I13897.AG,I13897,Europe,V,-3650
I1198.AG,I1198,Europe,D4l2,-4922
I4114,I4114,Europe,U5a1,-5401
I7039.AG,I7039,Asia,D4j,-1116
I4267.AG,I4267,Asia,I2,-1092
I26761.AG,I26761,Europe,T2b34,375
I26738.AG,I26738,Europe,T2b,-5175
I18237.AG,I18237,Asia,H2a,-615
I0023,I0023,Europe,H,-5150
I30481.TW,I30481,Oceania,B4b1a2i,1450
I13219.AG,I13219,Asia,W3a1,-900
LRV_149,LRV_149,Europe,H5b,200
I1981,I1981,Europe,J1c1,-2952
I0308.AG,I0308,South America,A2+(64),-5478
I8474,I8474,Europe,U5a1a2b,150
I14051.AG,I14051,Asia,T2c1a,-740
ERS1790731,ERS1790731,Asia,R2,-1750
I16170.AG,I16170,Europe,H3,-1387
I20817.AG,I20817,Europe,T2b3+151,-250
I11574.AG,I11574,Europe,HV6,629
I2250.AG,I2250,South America,D1,1250
LICOL94,LICOL94,Europe,K1c1,685
I0060,I0060,Europe,K1a2c,-2288
I12973.AG,I12973,Asia,D4j,-1276
I0965.AG,I0965,South America,D1,1395
I2477,I2477,Europe,T2b3+151,-2065
I4880,I4880,Europe,U4b1b1,-5862
I4521.AG,I4521,Asia,H20a,-2244
WEHR_1193,WEHR_1193,Europe,H4a1a1a,-1861
LICOL121,LICOL121,Europe,T2b,685
I6940.AG,I6940,Asia,M24a,1751
RISE492,RISE492,Asia,D4b1a2a2,-302
RISE1162,RISE1162,Europe,K1a1b1e,-2828
I19022.AG,I19022,Europe,H,-1600
I16219.AG,I16219,Asia,T2b,-640
I23093.AG,I23093,Europe,K1a1a,-5125
I25512.AG,I25512,Europe,H80,-200
DA207,DA207,Asia,H2a,1750
I1753.AG,I1753,South America,C1b,-3145
I3977.AG,I3977,Asia,U5b2b,-1065
I7950.AG,I7950,Europe,H,-3448
RISE207,RISE207,Europe,J1c8a1,-1398
I0453,I0453,Europe,V,-2302
I27380.AG,I27380,Europe,H3k1,-2278
Ak5_5,Ak5_5,Asia,U2e1a,-350
PCA0066,PCA0066,Europe,H2a5,100
I21897.AG,I21897,Europe,K1a2,-5142
I4186.AG,I4186,Europe,K1a,-5100
I0507.AG,I0507,Asia,U5a1a2a,-1718
I2596,I2596,Europe,J1c1,-2154
I11737.AG,I11737,Asia,U5a1b,-2096
I4238.AG,I4238,Asia,U3b3,-1162
I20818.TW,I20818,Europe,J1c1,-3595
I6120.AG,I6120,Asia,R2,-2050
I1154,I1154,Asia,T2g1a,-4200
I6928.AG,I6928,Asia,H40a,-1775
I13611.AG,I13611,Africa,L3b1a11,1450
I16270.AG,I16270,Europe,J1b1a1b,-300
I24025.AG,I24025,Europe,X2b,-5151
I5691.AG,I5691,Europe,I1a,-655
I11573.AG,I11573,Europe,HV6,600
I18472.AG,I18472,Asia,K1a1b1e,-1335
ILK002,ILK002,Europe,T2b,-2792
I3615.AG,I3615,Asia,R,117
I3389.AG,I3389,Europe,H27+16093,-1650
I12481.AG,I12481,Asia,HV12b1,-3100
I6941.AG,I6941,Asia,J1b1a1,943
I17341.AG,I17341,Europe,H59,-5150
LRV_102,LRV_102,Europe,J1b1a1 + 146,200
I1389,I1389,Europe,X2b4a,-2373
I13180.AG,KUM001,Asia,A+152+16362,-2912
I4153.AG,I4153,Asia,U5b2b,-1100
I25509.AG,I25509,Europe,U5a2b,-181
I15081.AG,I15081,North America,C1b2,1091
I10409.AG,I10409,Asia,R5a2b,-2163
I7331.AG,I7331,Europe,A2b1,905
I17268.AG,NO3423,Europe,H1a,750
I20751.AG,I20751,Europe,H26c,-1250
I8932_d.AG,I8932,Africa,L3b1a11,1450
JK2977,JK2977,Africa,T2e,-312
I13834.AG,I13834,Europe,J1c5d,1419
I12414.AG,I12414,Europe,H2a3b,-225
I12785.AG,I12785,Europe,J1c1b2,-101
I7498,I7498,Europe,H3a1,1050
I13895.AG,I13895,Europe,U8b1b,-3650
I4065.AG,I4065,Europe,K2b1,-4865
Kenezlo-Fazekaszug1/1036,Kenezlo-Fazekaszug1/1036,Europe,H6a1b,950
I19547.AG,I19547,Africa,L3d1a1a1,1570
I15503.AG,I15503,Europe,U5a2c,150
I13788.AG,I13788,Europe,X2b+226,-1050
I4246,I4246,Europe,M1a1b1,-2252
I20813.AG,I20813,Europe,J1c2o,-250
I0021,I0021,Europe,T2b,-5150
Karos3/8,Karos3/8,Europe,U2e1b,920
I3065.AG,I3065,Europe,H,-4340
I14685.AG,I14685,Europe,H7c1,1550
I16395.AG,I16395,Europe,U5b1,-2000
I14898.AG,I14898,Europe,U1b1,1335
I4783.AG,I4783,Asia,H1,-1506
I2869.AG,I2869,Asia,H6b,1807
I8096.AG,I8096,North America,L3e1,1825
Karos2/12,Karos2/12,Europe,U3b2,920
I13863.AG,I13863,Europe,K1a9,1325
I10389.AG,I10389,Europe,K1a3a,-600
I18531.AG,I18531,Europe,H,-250
I14179.AG,I14179,Europe,H5,-5150
I17911.AG,I17911,Europe,K1a,-5384
I19334.AG,I19334,Asia,I6,-1150
I15582.AG,I15582,Europe,T2c1+146,-1516
I0979.AG,I0979,South America,B2,825
I5878,I5878,Europe,U4b1a1a,-5188
AED_1119,AED_1119,Europe,W1e1a,520
I12534.AG,I12534,Africa,L3f1b,-1964
I4895,I4895,Europe,H1+16189,-2160
I20504.AG,I20504,Europe,H3ag,-273
Karos2/10,Karos2/10,Europe,U5a1a1h,920
I8955.AG,I8955,Asia,HV2a2,-7500
LHSZ8,LHSZ8,Europe,I3,550
I0257,I0257,Europe,H1ax,-2460
I17931.AG,I17931,Europe,J1c,-5550
I19458.AG,I19458,Europe,W,-2387
I18073.AG,I18073,Europe,U5b1c1,-1500
I11256.AG,I11256,North America,A2,1550
I1277,I1277,Europe,H3,-2457
I4615.AG,I4615,Asia,N1,-3041
I24028.AG,I24028,Europe,T2b,-5115
DA80,DA80,Asia,A1a,277
I1484.AG,I1484,South America,R,1135
I8208,I8208,Europe,H33,-287
I19874.AG,I19874,Europe,H1ax,-300
I14096.AG,I14096,Europe,H4a1a2a,-23
Karos2/25,Karos2/25,Europe,F1a2,920
I1843,I1843,Europe,U5b1+16189+@16192,-2984
I14378.AG,I14378,Europe,I2,-314
I3456.AG,I3456,Asia,H2a,-1044
DA92,DA92,Asia,J1b1a1+146,-32
I2036,I2036,Europe,V1,-5175
I1101,I1101,Asia,T2b,-6350
I30425.TW,I30425,Europe,T2b,-5150
JK2957,JK2957,Africa,J2a2c,-692
DA130,DA130,Asia,G2a1,-320
I18606.AG,I18606,Europe,K1b1a1,-1820
Kenezlo-Fazekaszug2/10936,Kenezlo-Fazekaszug2/10936,Europe,C4b,950
I0428,I0428,Europe,W6c,-3000
I6222.AG,I6222,Asia,R,-3059
I6913.AG,I6913,Europe,U5a1,-5416
I13738.AG,I13738,North America,C1b,1339
I6943.AG,I6943,Asia,M3a1,722
JK2960,JK2960,Africa,N1'5,-14
I10558.AG,I10558,Europe,H11a2,-2008
OBKR_82,OBKR_82,Europe,X2b,-1958
MX184,MX184,Europe,J1c3,-2950
DA118,DA118,Asia,F2g,1039
I15958.AG,I15958,Europe,T2b,-1100
I5759,I5759,Europe,U2e1c1,-2226
I13731.AG,I13731,Europe,U5a1a1g,-296
I26741.AG,I26741,Europe,T2b,-4635
I6324.AG,I6324,Africa,L2a1d1,823
I19989.AG,I19989,Europe,H1e1a6,-100
I4424.AG,I4424,Oceania,R,1810
I16165.AG,I16165,Europe,V,-3721
I5068,I5068,Europe,T2b23,-5138
I24885.AG,I24885,Europe,H,-5121
I35081.TW,I35081,Europe,U4a3a,760
I13721.AG,I13721,Asia,Y2a1,-1219
WEHR_1192SkB,WEHR_1192SkB,Europe,U5b2a2b,-1845
I14053.AG,I14053,Asia,H,-740
I7202,I7202,Europe,U5a1a2b,-1950
I7214,I7214,Europe,U8b1b1,-2350
I15644.AG,I15644,Europe,H+152,-2000
I4613.AG,I4613,Asia,X2+225+@153,600
I18662.AG,I18662,Europe,N1b1b,-5125
I13893.AG,I13893,Europe,K1a4,-3567
I3718,I3718,Europe,U5a1b,-5280
I8134,I8134,Europe,U5b3,-4000
I10968.AG,I10968,Oceania,B4a1a1,1550
I14622.AG,I14622,Europe,H11a,829
LICOL92,LICOL92,Europe,H35,685
I2824.AG,I2824,Europe,H13a1a,42
MX194,MX194,Europe,U2e2a1d,-2416
SZ24,SZ24,Europe,U4b,508
I18792.AG,I18792,Europe,H14b,400
I26748.AG,I26748,Europe,I4a1,838
I6708.AG,I6708,Asia,T,-2092
I4882,I4882,Europe,U4b1b1,-6050
I2371,I2371,Europe,U5b,-3228
Karos3/5,Karos3/5,Europe,B4d1,920
I6358.AG,SOU001,Asia,F1b1+@152,-5225
A_2,A_2,Asia,A8,-650
I11459.AG,I11459,Asia,W3a1,-2749
I26752.AG,I26752,Europe,K1b1a1a,250
I7196,I7196,Europe,K1a+195,-1950
I20678.AG,I20678,Europe,U5a1b3,500
Plinkaigalis241,Plinkaigalis241,Europe,I2,-2635
I20766.AG,I11674,Europe,X2b4a,-150
I2446,I2446,Europe,K1b1a1,-2297
I1498,I1498,Europe,H,-5174
arm35,arm35,Asia,U3b,-1900
I18414_d.AG,I18414,Europe,U5a1g,-1150
I0843,I0843,Europe,U5b2c1,107
I12980.AG,I12980,Asia,D4j1b,-900
I1018.AG,I1018,Europe,T2e2,-1875
N28,N28,Europe,T2b,-4124
I1022.AG,I1022,Europe,U5a1a2a,-1875
I16813.AG,I16813,Europe,R1a1a,-2016
I17139.AG,I17139,Europe,H5c,-270
I20989.AG,I20989,Europe,K1c1,-223
SZ8,SZ8,Europe,M5b'c,508
OBKR_96,OBKR_96,Europe,H1j2,-1898
I20088.AG,I20088,Europe,N1a1b,-2710
I1949,I1949,Asia,R2b,-8102
I0027,I0027,Europe,H40,-5150
I3982,I3982,Europe,HV0+195,300
I14791.AG,I14791,Asia,N3a,1008
RISE504,RISE504,Asia,C4a1d,805
I13698.AG,I13698,Asia,F1b1+@152,-5554
I20086.AG,I20086,Europe,T2b,-874
Be_9,Be_9,Asia,A4f,-350
I14601.AG,I14601,Asia,W5,-975
I19987.AG,I19987,Europe,H1e1a6,-75
I15520.AG,I15520,Europe,U5b2b,254
I1012.AG,I1012,Europe,U2e1h,-1875
I1859.AG,I1859,Asia,M13b1,-1812
I18743.AG,I18743,Europe,G2a2,637
STR_480,STR_480,Europe,J1c2o,520
I1058.AG,I1058,Europe,U5a1i1,-1819
I2365,I2365,Europe,V3,-2336
I12447.AG,I12447,Asia,R30b1,-900
I12775.AG,I12775,Europe,U5a1b1e,-275
I8198,I8198,Europe,J2b1a,-2700
BS_2,BS_2,Asia,U4b1a4,-350
HUGO_167,HUGO_167,Europe,U5b2b3a,-2154
I17915.AG,I17915,Europe,H4a1,-4175
Pr11,Pr11,Asia,T1a,-350
I15538.AG,I15538,Europe,H1e1a6,939
I22060.AG,I22060,Europe,H4a1a3a,-124
I4780.AG,I4780,Asia,U2e1b,-1699
RISE150,RISE150,Europe,U5a1b1,-1789
I1193.AG,I1193,Europe,C5b,-4882
ANI160,ANI160,Europe,H1ag,-4592
I1908.AG,I1908,Europe,J2b1a,-4100
I13197.AG,I13197,North America,A2+(64)+16129,1150
DA224,DA224,Asia,H,268
I20444.AG,I20444,Asia,T2a1b2b,-672
I6556.AG,I6556,Asia,U2c1,-826
I4899.AG,I4899,Asia,HV,-1450
I19453.AG,I19453,Europe,U5b2b1a,-2500
I4629,I4629,Europe,U5a1b,-2882
I18695.AG,I18695,Europe,K1a24,-5125
I0551,I0551,Europe,U3a1,-3212
ANI159,ANI159,Europe,T2b2b,-4620
OBKR_67,OBKR_67,Europe,K2a5,-1958
I11519.AG,I11519,Asia,J1b1b1,-1450
I22062.AG,I22062,Europe,K1a+195,20
I12454.AG,I12454,Asia,W3b,-900
I14735.AG,I14735,Asia,U3a'c,-550
I20438.AG,I20438,Asia,C5c+16234,-73
I27385.AG,I27385,Europe,T2b19,34
Harta-Freifelt/10/anc25,Harta-Freifelt/10/anc25,Europe,H5e1a,925
I5659,I5659,Europe,K1a4b,-2250
I7191.AG,I7191,Europe,U5b3,-3707
I4264.AG,I4264,Asia,T1a1,-1601
I6677.AG,I6677,Europe,T2b,-3600
CL30,CL30,Europe,I1b,725
I16251.AG,I16251,Europe,H1u2,-275
I1534,I1534,Europe,K1a1b2a,-2275
poz225,poz225,Europe,U5a1i1,-2740
I3315.AG,I3315,Europe,U5b1+16189+@16192,-859
I7598,I7598,Europe,U5b3,-3500
JK2963,JK2963,Africa,M1a1i,-1168
I7779.AG,I7779,Europe,C4a2a1,-2800
I2416,I2416,Europe,K1b1a1,-2303
I7126.AG,I7126,Europe,H,-5212
I7722.AG,I7722,Asia,U2b2,-300
I13620.AG,I13620,Europe,T2c1d+152,-300
I14648.AG,I14648,Asia,T1a7,1099
I16585.AG,I16585,Asia,H5,50
I13727.AG,I13727,Europe,T1a1,-293
I24895.AG,I24895,Europe,K1a,-5150
I2694.AG,I2694,Europe,H1ak1,-252
I3576,I3576,Europe,T2c1a2,473
I10552.AG,I10552,Europe,HV0+195,-1284
DA82,DA82,Asia,K2a5,130
DA243,DA243,Europe,W1,350
I2189.AG,I2189,Asia,U3b,-1550
I21388.AG,I21388,Europe,U8b1b,-3707
I4232.AG,I4232,Asia,H13a2c,-874
I4889,I4889,Europe,U4a2,-2172
LBK380,LBK380,Europe,T2c1b,-5190
I3023.AG,I3023,Europe,T / V22,-3350
I5693.AG,I5693,Europe,H2a2a1,-724
I14965.AG,I14965,Europe,T2b,-5550
I26749.AG,I26749,Europe,W3b,832
I5208,I5208,Europe,K1b1a,-5000
I4315.AG,I4315,Asia,R2+13500+195,-1511
I0708,I0708,Asia,N1b1a,-6350
I18211.AG,I18211,Europe,U5a1f1a,-775
30900,30900,Asia,U,-6415
I4196.AG,I4196,Europe,U2+152,-5100
I20760.AG,I7336,Europe,C4,-4305
I13514.AG,I13514,Europe,K1c1,-1215
I5402,I5402,Europe,U5a1c1,-6206
ARS012,ARS012,Asia,C4a2a1,-1268
LHHEG30,LHHEG30,Europe,U8a1a2,550
I18728.AG,I18728,Europe,T2c1d+152,-1150
I6264.AG,I6264,Asia,A8a1,-1325
I20653.AG,I20653,Europe,K1c2,500
SX18,SX18,Europe,B4c1b2c2,-88
KZ4,KZ4,Europe,K1a4,-4163
I8368.AG,I8368,Asia,HV1a'b'c,600
I16099.AG,I16099,Europe,HV0+195,-1375
I17893.AG,I17893,South America,B2j,-276
I4105.AG,I4105,Oceania,M28a+204,1800
Aes16,Aes16,Europe,K1a2,-3004
I5364,I5364,Europe,H5c,-1200
I13977.AG,I13977,Africa,L0f2a1,26
I13795.AG,I13795,Europe,J1c8a,-1085
I17633.AG,I17633,Europe,H+152,-562
I14174.AG,I14174,Europe,H,-3900
I14186.AG,I14186,Europe,W3a1a,-1900
I3917.AG,I3917,Asia,U3b2a1a,-646
I21392.AG,I21392,Europe,J2b1a,-3730
I4916,I4916,Europe,U5b2b,-6812
A_5,A_5,Asia,C5b1,-650
J12_9,J12_9,Asia,G1a1,-350
I4892,I4892,Europe,T1a1,-1791
I7003.AG,I7003,Asia,N1b1a2,-1775
I2519,I2519,Europe,U5b2a1a,-4292
I12955.AG,I12955,Asia,D4i,-1874
I2707.AG,I2707,North America,A2,1350
I12143.AG,I12143,Asia,H13a2a,-900
I14772.AG,I14772,Europe,C5a,-3675
I0574.AG,I0574,Europe,U2e2a1a2,-300
I2558.AG,I2558,South America,R,630
I0700,I0700,Europe,T2e,-5600
RISE566,RISE566,Europe,H,-2156
Ze_3,Ze_3,Asia,K1,-800
I6334.AG,I6334,Africa,L1b1a2a,848
I12415.AG,I12415,Europe,J1c9,-225
I20142.AG,I20142,Asia,H14a,1300
DA125,DA125,Asia,U2e2a1,150
I1182,I1182,Asia,T1a+152,-4200
I4791.AG,I4791,Asia,J1b1a1,-1499
I5025,I5025,Europe,U5b2c,-2200
I3726.AG,I3726,Africa,L2a1+143+@16309,-1073
DA123,DA123,Asia,C4a1,350
I1179,I1179,Asia,T2,-4200
I12142.AG,I12142,Asia,U2b2,-900
I7287,I7287,Europe,K1a4a1,-2350
I20631.AG,I20631,Europe,V2b,-225
I5382,I5382,Europe,T2b,-2130
PCA0026,PCA0026,Europe,T2b16,170
I14056.AG,I14056,Asia,H2a1,-740
I12972.AG,I12972,Asia,D4i,-1397
I24887.AG,I24887,Europe,T2b23,-5150
Karos2/56,Karos2/56,Europe,D4i2,920
I13890.AG,I13890,Europe,T2e1,-3650
I17934.AG,I17934,Europe,H+152,-5100
I28393.AG,I28393,Europe,J1c2,800
I20659.AG,I20659,Europe,J1c2e,500
I1563.AG,I1563,Europe,H5,-3498
I2569,I2569,Europe,K1a3a,-2027
I14095.AG,I14095,Europe,U5b1e1,484
I7671.AG,I7671,Europe,U5a1b,-2779
I13189.AG,I13189,North America,C1b2,1197
I1064.AG,I1064,Europe,H6a1a,-1789
I14103.AG,I14103,Europe,H53,-225
I6714.AG,I6714,Europe,U5a1d2b,-2529
I2085.AG,I2085,Asia,HV1a3a,-1931
I19322.AG,I19322,Asia,X2,-650
DA7,DA7,Asia,A8a1,-750
I1882.AG,I1882,Europe,T1a,-5100
I14001.AG,I14001,Africa,L0a1a2,1614
I12936.AG,I12936,Europe,J1c5f,-995
I15942.AG,I15942,Europe,H4a1a,-2347
LIAV_12,LIAV_12,Europe,J2b1a2,-500
I18144.AG,I18144,Europe,K1a+195,-5150
I0432,I0432,Europe,U5a1c,-2708
LIAV_38,LIAV_38,Europe,U4a1,-500
STR_316,STR_316,Europe,H3,495
I0012,I0012,Europe,U2e1,-5644
I21271.AG,I21271,Europe,W1c,-250
I10380.AG,I10380,Europe,K1a4a1,-600
I6792.AG,I6792,Asia,T2b34,-1774
I14168.AG,I14168,Europe,U5b2b3a,-3900
I16488.AG,I16488,Europe,U5a1b1,-1100
I1722.AG,I1722,Europe,R1a,-4458
LIAV_8,LIAV_8,Europe,H1,-500
I14740.AG,I14740,Europe,N9a3,1347
I13322.AG,I13322,North America,C1d1,933
I3732.AG,I3732,Asia,F1a3a,715
I4258.AG,I4258,Asia,T2b34,-1554
LRV_104,LRV_104,Europe,J1b4,200
I6426.AG,I6426,Asia,U2d1,-1248
I7130.AG,I7130,Europe,T2b,-4128
I17311.AG,I17311,Europe,U5b2a1a1,-1025
I8153,I8153,Europe,J2b1a1,-2700
I16090.AG,I16090,Europe,V10,-400
I16175.AG,I16175,North America,C1b2,1275
Sarretudvari-Hizofold/103,Sarretudvari-Hizofold/103,Europe,C4a1b,935
I18834.AG,I18834,Europe,U2e1a1,-260
RISE397,RISE397,Asia,T1a2,-952
I19495.AG,I19495,Europe,H55+153,-800
I19587.AG,I19587,Europe,K2a,-98
I8146,I8146,Europe,H3a1,1400
I6557.AG,I6557,Asia,U2e1h,-900
I6746.AG,I6746,Europe,U5b1+16189+@16192,-3576
Karos2/71,Karos2/71,Europe,H11a1,920
I20442.AG,I20442,Asia,N1b1a,281
I24281.AG,I24281,Europe,W1+119,-5076
I14983.AG,I14983,Europe,J1c1,-675
I0247,I0247,Europe,G2a4,-289
I18734.AG,I18734,Europe,T2a1b1,-1150
I20652.AG,I20652,Europe,K2a7,500
I6601,I6601,Europe,H1e2,-2700
RISE550,RISE550,Europe,U5a1i,-2984
I1701,I1701,Asia,K1a18,-7660
JK2961,JK2961,Africa,T1a7,-43
I6567.AG,I6567,Asia,H,-1350
Kivutkalns194,Kivutkalns194,Europe,T1a1b,-672
I26707.AG,I26707,Europe,H,100
I13623.AG,I13623,Europe,H1bt1,-300
I16596.AG,I16596,Europe,H3b+16129,-225
DA160,DA160,Europe,U4d3,850
I20327.AG,I20327,Asia,A17,1550
I7554,I7554,Europe,J1c9,-3234
DA66,DA66,Asia,H6b2,461
I5514,I5514,Europe,T2b+152,-2250
I25504.AG,I25504,Europe,H79,-925
MX191,MX191,Europe,H3+16189,-2380
I10871.AG,I10871,Africa,L0a2a1,-5963
N49,N49,Europe,H6a1a,-2455
I14307.AG,I14307,Europe,D4o2a,-4775
I8158,I8158,Europe,H1ah,-2700
I16599.AG,I16599,Europe,T2b1,-345
I13558.AG,I13558,North America,C1b2,1351
I14760.AG,I14760,Asia,U5a2,823
I5530,I5530,Europe,K1b1a1,-2250
I21769.AG,I21769,Europe,H+16311,-5125
I35010.TW,I35010,Europe,U5b1f,1125
SZ27B,SZ27B,Europe,N1a1a1a1,475
I11270.AG,I11270,Europe,H,-5775
I7492.AG,I7492,Asia,K1a,-1903
MX190,MX190,Europe,U2e2a1d,-2660
I13458.AG,I13458,Europe,H1h1,843
I13198.AG,I13198,North America,A2z,1467
I19613.AG,I19613,Asia,T2a3,-800
I12097.AG,I12097,Europe,HV10,-575
I11301,I11301,Europe,H1j8,-3186
I4518.AG,I4518,Asia,HV2a1,-1425
I3269,I3269,Europe,U5b2b3a,-3050
RISE371,RISE371,Europe,U5a2b,-2038
I13980.AG,I13980,Africa,HV1b1,-637
I1391,I1391,Europe,J1c4,-2228
I13835.AG,I13835,Europe,U3b1,1704
I25507.AG,I25507,Europe,T1a5,-891
poz213,poz213,Europe,J1c2m,-2034
I11991.AG,I11991,Europe,H3b+16129,-166
I6778,I6778,Europe,K1a26,-2200
I13682.AG,I13682,Europe,H5a1,-662
I8475,I8475,Europe,T2b,150
I18517.AG,I18517,Africa,N1b1a2,850
ERS1790729,ERS1790729,Asia,H1bc,-1750
arm1,arm1,Asia,K3,-2900
I18527.AG,I18527,Europe,H3,-250
I13428.AG,I13428,Europe,H2,-1293
Kivutkalns19,Kivutkalns19,Europe,H10a,-565
I6936.AG,I6936,Asia,H1,1823
I13203.AG,I13203,North America,C1b2,1200
I18489.AG,I18489,Europe,H58,-290
I6256.AG,I6256,Africa,L2a1d1,831
I30299.TW,I30299,Europe,K2b1,-3585
RISE386,RISE386,Europe,J1c1b1a,-2172
I6552.AG,I6552,Asia,M30,-101
A_17,A_17,Asia,H,-650
I6268.AG,I6268,Europe,R1a1,-3600
I14192.AG,I14192,Europe,H1j2a,-1900
I1632,I1632,Asia,K,-4115
I0074,I0074,Europe,H5,-2050
I24665.AG,I24665,Africa,L2a1f1,1450
I15518.AG,I15518,Europe,U2e1a1,262
I1546,I1546,Europe,U5a1b1,-2275
I8344,I8344,Europe,H3,-450
I8121.AG,I8121,North America,C1b2,1150
I18088.AG,I18088,Europe,H5,-1600
MX270,MX270,Europe,W3a1,-1950
I7002.AG,I7002,Asia,J1c2i,-1775
I6679,I6679,Europe,J1c1b1,-2007
I15734.AG,I15734,Asia,T1a2,-1375
I16613.AG,I16613,Europe,J1b1a1,-198
RISE1160,RISE1160,Europe,T2b,-2828
Sarretudvari-Hizofold/136,Sarretudvari-Hizofold/136,Europe,HV14a,935
I6680,I6680,Europe,H1+16189,-1750
E09538,E09538,Europe,J1c,-2337
I8209,I8209,Europe,U1a1a,-425
I18660.AG,I18660,Europe,T2b23,-5390
I0113,I0113,Europe,J1c5,-2190
I7424,I7424,Europe,U5b1+16189+@16192,1550
I16540.AG,I16540,North America,C1b2,950
I18280.AG,I18280,Asia,U2e2a1,-1335
Olsund,Olsund,Europe,U4c2a,-2356
I4273.AG,I4273,Asia,T2d2,-1017
I6608,I6608,Europe,J1c1,-1894
I20601.AG,I20601,Europe,H1ag1,525
DA222,DA222,Asia,A+152+16362,850
Aes20,Aes20,Europe,K2b1a,-2896
RISE71,RISE71,Europe,H3b,-2110
I13190.AG,I13190,North America,B2,1239
I15548.AG,I15548,Europe,W+194,395
I15945.AG,I15945,Europe,J2b1a,-3875
SCY006,SCY006,Europe,D4j2,-700
I18224.AG,I18224,Europe,H1b1,700
I7233.AG,I7233,Europe,H35,-850
I26747.AG,I26747,Europe,H1+16189,723
I13469.AG,I13469,Europe,J1c15,-1995
I24269.AG,I24269,Europe,H,-5150
I4874,I4874,Europe,U5b2a1a,-6556
